event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG52208,2021-03-04,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,Afghan Islamic Press News Agency; AP; ExTrac; New York Times; Pajhwok Afghan News,Local partner-International,"On 4 March 2021, 1 female doctor was killed when an IS-planted sticky bomb attached to a rickshaw exploded in PD3 of Jalalabad city. 1 girl was also wounded. IS claimed she worked for NDS.",1,,1730228606
AFG52217,2021-03-02,2021,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Shinwar,,Shinwar,34.1959,70.8318,1,Shamshad TV; Twitter,New media-National,"Around 2 March 2021 (as reported), a doctor and his two sons were wounded after their car was hit by an unidentified militants planted IED blast in Ghani Khel area of Shinwar district, Nangarhar province.",0,,1670969764
AFG51870,2021-02-23,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Labor Group (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Baghlan,Baghlan-e-Jadeed,,Baghlan-e-Jadeed,36.1201,68.6819,2,TOLO News; Ariana TV,National,"On 23 February 2021, Baghlan police claimed that Taliban militants attacked and killed a prominent surgeon doctor who was also head of the Baghlani Jadid hospital while he was on his way to Pul-e Khumri in Sarak-e Panj area of Baghlani Jadid (Baghlan Markazi) district, Baghlan province. The doctor was also know for his media advocacy and civil society activism.",1,,1648592316
AFG51749,2021-02-18,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Pajhwok Afghan News; Shamshad TV; Twitter,New media-National,"On 18 February 2021, 1 health worker was shot and killed by unknown gunmen (assumed militants) in PD2 of Kabul city.",1,,1722291480
AFG51750,2021-02-16,2021,1,Political violence,Violence against civilians,Attack,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan); Police Forces of Afghanistan (2014-2021),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,ExTrac; New York Times; Pajhwok Afghan News; TOLO News,Local partner-International,"On 16 February 2021, a doctor and 2 of his bodyguards - policemen, were killed by IS militants in PD4 of Jalalabad city, Nangarhar province. IS claimed an NDS member along with his guard and driver were killed in the attack.",3,,1730228606
AFG60289,2021-02-05,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Herat,Ghoryan,,Ghoryan,34.3448,61.4932,2,Afghan Peace Watch,Local partner-Other,"On 5 February 2021, 1 health worker was shot and killed by unknown gunmen in Ghoryan district of Herat province.",2,,1641933581
AFG51233,2021-01-31,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,,4,Caucasus and Central Asia,Afghanistan,Kandahar,Arghandab,,Arghandab,31.6547,65.6494,2,Voice of Jihad,Other,"Property destruction: On 31 January 2021, Taliban claimed that Afghan security forces raided a health facility in Adre area of Arghandab district in Kandahar province and arrested 8 health workers, destroyed the facility's units and medical equipment.",0,,1739304983
AFG51175,2021-01-30,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kandahar,Arghandab,,Arghandab,31.6547,65.6494,2,Voice of Jihad,Other,"On 30 January 2021, Taliban claimed that Afghan security forces targeted and destroyed an ambulance carrying patients during which 1 civilian was killed in Bolan Dara area of Arghandab district, Kandahar province. Fatalities coded as 0 (VoJ reported 1 fatality).",0,,1739304983
AFG57809,2021-01-25,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Helmand,Nahr-i-Saraj,,Girishk,31.8209,64.57,2,Afghan Islamic Press News Agency,National,"On 25 January 2021, a doctor (vaccinator) and his family members were wounded in unidentified militants' attack in Sangin Dwa Laray area of Nahri Saraj (Girishk) district, Helmand province.",0,,1721157093
AFG50774,2021-01-17,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Military Forces of Afghanistan (2014-2021),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,TOLO News; Twitter,New media-National,"On 17 January 2021, 1 civilian was killed and 1 military doctor was wounded by unknown gunmen in Motor Shoyee area of PD5, Kabul city.",1,,1722291480
AFG50796,2021-01-16,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,1,Pajhwok Afghan News,National,"On 16 January 2021, a doctor and his brother were wounded in an unidentified IED blast in Khost city.",0,,1722291480
AFG50165,2020-12-22,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,AFP; AP; ExTrac; Pajhwok Afghan News,Local partner-International,"On 22 December 2020, 5 people including 3 prison doctors were killed when their car was hit by an Islamic State-planted roadside IED blast in Dogh Abad area of PD7, Kabul city.",5,,1730228605
AFG57753,2020-12-07,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Urozgan,Dehraoud,,Dehraoud,32.6232,65.4579,2,Afghan Islamic Press News Agency,National,"On 7 December 2020, a vaccinator was killed in his home during unidentified militants firefight in Deh Rahwod district, Urozgan province.",1,,1641949205
AFG51065,2020-11-18,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Laghman,Qarghayee,,Lalkhanabad,34.547,70.2444,2,Voice of Jihad,Other,"On 18 November 2020, 1 doctor was killed during a raid and airstrike by Afghan forces in the Char Bagh area of Qarghayi district, Laghman. Fatalities coded as 0 (VoJ reported 1).",0,,1710267984
AFG51036,2020-11-17,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,1,Voice of Jihad,Other,"On 17 November 2020, 1 dentist was killed during a raid by Afghan forces in Khost city. Fatalities coded as 0 (VoJ reported 1).",0,,1722291480
AFG48361,2020-10-12,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan); Military Forces of Afghanistan (2014-2021),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Bagrami,,Bagrami,34.4938,69.2743,2,TOLO News,National,"On 12 October 2020, 1 military doctor was shot and killed by an unknown gunman in Bagrami district, Kabul.",1,,1722291479
AFG60691,2020-09-08,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Taliban,,Rebel group,Military Forces of Afghanistan (2014-2021),Civilians (Afghanistan); Health Workers (Afghanistan),State forces,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,3,Afghan Peace Watch,Local partner-Other,"On 8 September 2020, a security forces' doctor and his child were injured in two back to back explosions by Taliban militants in Khabarnegaran Square in Balkh province (coded as Mazar-e Sharif in Mazar-e-Sharif district).",0,,1641933584
AFG47523,2020-09-06,2020,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,1TV (Afghanistan); Afghan Peace Watch,Local partner-Other,"On 6 September 2020, a civilian (doctor) was killed by unidentified assailants in Rasool Akram area of 18th district (assumed police district) of Kabul city.",1,,1722291479
AFG47297,2020-08-26,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Afghanistan),Health Workers (Afghanistan),Protesters,,,,Protesters only,,4,Caucasus and Central Asia,Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,3,Afghanistan National Television,National,"Around 26 August 2020 (as reported), Herat union of doctors protested the abductions of doctors in the province.",0,crowd size=no report,1707253994
AFG47272,2020-08-25,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Paktia,Gardez,,Gardez,33.5974,69.2259,3,Pajhwok Afghan News,National,"On 25 August 2020, 1 civilian, the son of a Jirga (elderly assembly) member was killed and 1 doctor was wounded by a bomb inside their clinic in Paktia province. It's unclear who planted the bomb. The son died on 27 August.",1,,1599503176
AFG47290,2020-08-25,2020,2,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Afghanistan),,Political militia,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Political militia-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Jowzjan,Sheberghan,,Sheberghan,36.6676,65.7529,3,Afghan Islamic Press News Agency,National,"Around 25 August 2020 (as reported), 2 health workers were shot and killed by unknown gunmen in the Kamar-ul-Mughal area of Jowzjan province.",2,,1632873582
AFG47151,2020-08-20,2020,2,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Wardak,Jaghatu,,Jaghatu,33.9335,68.3913,2,Voice of Jihad,Other,"Around 20 August 2020 (as reported), Afghan military forces shelled a school and a hospital in Jaghatu district, Wardak, causing losses among civilians. It is unclear if fatalities or injuries occurred.",0,,1710267895
AFG46826,2020-08-05,2020,1,Political violence,Violence against civilians,Attack,Taliban,,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,3,Noor TV,National,"On 5 August 2020, Taliban fighters attacked and killed a doctor in Farah province.",1,,1599503176
AFG46752,2020-07-28,2020,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Farah,Bala Buluk,,Bala Buluk,32.6357,62.4654,2,Voice of Jihad,Other,"On 28 July 2020, Afghan military forces shelled civilian compounds in Bala Buluk district, Farah, killing 1 doctor. Fatalities coded as 0 (VoJ reported 1 fatality).",0,,1710267895
AFG60131,2020-07-26,2020,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State Khorasan Province (ISKP),,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Nangarhar,Shinwar,,Shinwar,34.1959,70.8318,2,Afghan Islamic Press News Agency; Afghan Peace Watch; ExTrac,Local partner-Other,"On 26 July 2020, 2 doctors were injured by an IS-planted bomb in the Shinwar district [Ghani Khel with GP2] of Nangarhar province. IS said the attack targeted and wounded 1 Afghan forces member.",0,,1730228606
AFG59333,2020-06-28,2020,1,Political violence,Violence against civilians,Attack,Taliban,,Rebel group,Civilians (Afghanistan),Health Workers (Afghanistan),Civilians,Rebel group-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Logar,Puli Alam,,Puli Alam,33.9953,69.0227,1,Afghan Peace Watch,Local partner-Other,"On 28 June 2020, a doctor was killed by the Taliban in the Kolangar area of the city of Puli Alam in the Pul i Alam district, Logar, while on the way to his clinic.",1,,1641933587
